species,decimalLongitude,decimalLatitude,country
Psittacus erithacus,16.470681,-2.664425,"Congo, Democratic Republic of the"
Psittacus erithacus,16.369516,-2.580228,"Congo, Democratic Republic of the"
Psittacus erithacus,32.227973,0.110876,Uganda
Psittacus erithacus,8.824008,5.03648,Cameroon
Psittacus erithacus,30.425262,0.501474,Uganda
Psittacus erithacus,30.386683,0.357769,Uganda
Psittacus erithacus,9.204352,4.175812,Cameroon
Psittacus erithacus,30.4265,0.501,Uganda
Psittacus erithacus,30.156956,-0.264887,Uganda
Psittacus erithacus,-1.395264,5.397274,Ghana
Psittacus erithacus,-0.52507,6.23018,Ghana
Psittacus erithacus,31.865845,-0.365894,Uganda
Psittacus erithacus,9.182939,4.124278,Cameroon
Psittacus erithacus,30.370726,0.476416,Uganda
Psittacus erithacus,32.741875,0.352504,Uganda
Psittacus erithacus,33.0169,0.3824,Uganda
Psittacus erithacus,32.829105,0.35902,Uganda
Psittacus erithacus,30.38267,0.401706,Uganda
Psittacus erithacus,7.401781,1.69508,Sao Tome and Principe
Psittacus erithacus,7.375603,1.649996,Sao Tome and Principe
Psittacus erithacus,7.420578,1.639786,Sao Tome and Principe
Psittacus erithacus,12.885072,0.553376,Gabon
Psittacus erithacus,27.56268,-4.020226,"Congo, Democratic Republic of the"
Psittacus erithacus,10.155133,-1.146852,Gabon
Psittacus erithacus,-1.398654,5.326089,Ghana
Psittacus erithacus,-1.398096,5.353863,Ghana
Psittacus erithacus,11.82319,-4.3714,Congo
Psittacus erithacus,11.79235,-4.4028,Congo
Psittacus erithacus,32.472324,1.356811,Uganda
Psittacus erithacus,-2.590027,5.312501,Ghana
Psittacus erithacus,9.520417,-2.104735,Gabon
Psittacus erithacus,33.196484,0.431297,Uganda
Psittacus erithacus,7.421,1.6391,Sao Tome and Principe
Psittacus erithacus,7.4149,1.6512,Sao Tome and Principe
Psittacus erithacus,31.542421,1.71413,Uganda
Psittacus erithacus,27.562132,-4.020309,"Congo, Democratic Republic of the"
Psittacus erithacus,31.760147,1.669149,Uganda
Psittacus erithacus,8.918271,4.742381,Cameroon
Psittacus erithacus,-1.382465,7.016449,Ghana
Psittacus erithacus,-1.375694,5.593093,Ghana
Psittacus erithacus,-1.376778,7.007818,Ghana
Psittacus erithacus,8.807,5.059,Cameroon
Psittacus erithacus,9.8928,2.3939,Cameroon
Psittacus erithacus,-1.382283,5.346205,Ghana
Psittacus erithacus,10.240592,3.823498,Cameroon
Psittacus erithacus,10.303877,4.735194,Cameroon
Psittacus erithacus,12.699307,1.168655,Gabon
Psittacus erithacus,27.563461,-4.019112,"Congo, Democratic Republic of the"
Psittacus erithacus,8.900085,4.850753,Cameroon
Psittacus erithacus,10.10244,3.69348,Cameroon
Psittacus erithacus,-7.568574,5.839102,Côte d’Ivoire
Psittacus erithacus,9.703674,4.824326,Cameroon
Psittacus erithacus,8.904394,4.798212,Cameroon
Psittacus erithacus,8.828703,4.998074,Cameroon
Psittacus erithacus,9.6814,4.8307,Cameroon
Psittacus erithacus,9.148269,4.578918,Cameroon
Psittacus erithacus,32.404503,-0.254908,Uganda
Psittacus erithacus,9.7026,4.8082,Cameroon
Psittacus erithacus,7.181625,4.414875,Nigeria
Psittacus erithacus,23.261,-1.181,"Congo, Democratic Republic of the"
Psittacus erithacus,23.261,-0.1818,"Congo, Democratic Republic of the"
Psittacus erithacus,20.8833,-0.2412,"Congo, Democratic Republic of the"
Psittacus erithacus,13.09819,-5.6215,"Congo, Democratic Republic of the"
Psittacus erithacus,32.345649,0.20232,Uganda
Psittacus erithacus,10.229087,-0.679548,Gabon
Psittacus erithacus,7.372384,1.661243,Sao Tome and Principe
Psittacus erithacus,-2.602869,5.22,Ghana
Psittacus erithacus,31.410491,1.666035,Uganda
Psittacus erithacus,7.413695,1.618137,Sao Tome and Principe
Psittacus erithacus,29.8636,-1.2211,Uganda
Psittacus erithacus,8.553972,3.460433,Equatorial Guinea
Psittacus erithacus,7.427127,1.614116,Sao Tome and Principe
Psittacus erithacus,0.093384,5.935704,Ghana
Psittacus erithacus,10.04929,3.762888,Cameroon
Psittacus erithacus,-1.308028,5.84057,Ghana
Psittacus erithacus,32.8291,0.359379,Uganda
Psittacus erithacus,32.807735,0.336119,Uganda
Psittacus erithacus,-1.335408,5.21171,Ghana
Psittacus erithacus,13.112735,1.128386,Gabon
Psittacus erithacus,32.35069,0.06807,Uganda
Psittacus erithacus,30.401182,0.433436,Uganda
Psittacus erithacus,29.47857,0.507768,"Congo, Democratic Republic of the"
Psittacus erithacus,6.736786,0.340274,Sao Tome and Principe
Psittacus erithacus,14.614754,2.170995,Congo
Psittacus erithacus,29.2575,-1.6949,Rwanda
Psittacus erithacus,9.899049,2.87839,Cameroon
Psittacus erithacus,33.054234,0.596888,Uganda
Psittacus erithacus,-1.894798,9.402673,Ghana
Psittacus erithacus,16.14471,1.751017,Congo
Psittacus erithacus,16.202988,2.204789,Congo
Psittacus erithacus,16.085808,2.039507,Congo
Psittacus erithacus,16.417822,2.207706,Congo
Psittacus erithacus,16.14531,1.750416,Congo
Psittacus erithacus,8.260732,5.839258,Nigeria
Psittacus erithacus,8.22288,5.62994,Nigeria
Psittacus erithacus,9.014282,6.154849,Nigeria
Psittacus erithacus,-1.676065,8.183744,Ghana
Psittacus erithacus,8.947,5.2742,Cameroon
Psittacus erithacus,13.07225,-5.85545,"Congo, Democratic Republic of the"
Psittacus erithacus,12.360864,-5.951668,"Congo, Democratic Republic of the"
Psittacus erithacus,27.562805,-4.019967,"Congo, Democratic Republic of the"
Psittacus erithacus,11.277438,-3.886464,Congo
Psittacus erithacus,30.389666,0.486176,Uganda
Psittacus erithacus,27.560745,-4.020085,"Congo, Democratic Republic of the"
Psittacus erithacus,10.43436,4.604252,Cameroon
Psittacus erithacus,16.32089,2.954418,Central African Republic
Psittacus erithacus,16.382158,2.919427,Central African Republic
Psittacus erithacus,16.201384,2.998212,Central African Republic
Psittacus erithacus,32.72003,0.335081,Uganda
Psittacus erithacus,27.563328,-4.020229,"Congo, Democratic Republic of the"
Psittacus erithacus,27.562561,-4.020545,"Congo, Democratic Republic of the"
Psittacus erithacus,9.82638,2.37951,Cameroon
Psittacus erithacus,-1.21392,8.172067,Ghana
Psittacus erithacus,11.598593,-3.843387,Congo
Psittacus erithacus,30.389189,0.492246,Uganda
Psittacus erithacus,32.556887,0.203743,Uganda
Psittacus erithacus,31.49703,1.696711,Uganda
Psittacus erithacus,16.142708,2.332763,Cameroon
Psittacus erithacus,10.037,3.759,Cameroon
Psittacus erithacus,11.472294,-2.211994,Gabon
Psittacus erithacus,10.068182,-0.823089,Gabon
Psittacus erithacus,30.798239,0.562182,Uganda
Psittacus erithacus,13.607898,-2.61744,Congo
Psittacus erithacus,16.36,2.95,Central African Republic
Psittacus erithacus,32.253456,0.029502,Uganda
Psittacus erithacus,7.398734,1.668013,Sao Tome and Principe
Psittacus erithacus,9.329195,-0.0842,Gabon
Psittacus erithacus,9.471502,-0.528195,Gabon
Psittacus erithacus,10.117167,0.171778,Gabon
Psittacus erithacus,16.36327,2.955373,Central African Republic
Psittacus erithacus,16.431177,2.920861,Central African Republic
Psittacus erithacus,12.908137,0.511669,Gabon
Psittacus erithacus,12.819488,0.477269,Gabon
Psittacus erithacus,12.87412,0.584628,Gabon
Psittacus erithacus,7.39131,1.680839,Sao Tome and Principe
Psittacus erithacus,30.385906,0.49671,Uganda
Psittacus erithacus,12.68586,-0.38151,Gabon
Psittacus erithacus,11.510366,3.498662,Cameroon
Psittacus erithacus,15.723118,2.365773,Cameroon
Psittacus erithacus,10.111034,3.731979,Cameroon
Psittacus erithacus,10.069311,3.778833,Cameroon
Psittacus erithacus,8.883496,-0.94289,Gabon
Psittacus erithacus,30.309591,0.578956,Uganda
Psittacus erithacus,32.564148,0.228225,Uganda
Psittacus erithacus,13.108363,-4.903689,"Congo, Democratic Republic of the"
Psittacus erithacus,14.364691,2.528754,Cameroon
Psittacus erithacus,9.34752,0.575807,Gabon
Psittacus erithacus,11.471186,3.394808,Cameroon
Psittacus erithacus,8.725247,-0.704566,Gabon
Psittacus erithacus,8.704047,-0.632817,Gabon
Psittacus erithacus,9.67984,-2.226198,Gabon
Psittacus erithacus,31.008095,-0.513432,Uganda
Psittacus erithacus,10.249858,-1.087581,Gabon
Psittacus erithacus,8.943515,-0.970098,Gabon
Psittacus erithacus,8.88824,-0.988463,Gabon
Psittacus erithacus,32.36903,0.085965,Uganda
Psittacus erithacus,28.874453,-2.497697,"Congo, Democratic Republic of the"
Psittacus erithacus,6.730395,0.337511,Sao Tome and Principe
Psittacus erithacus,-1.381801,5.350117,Ghana
Psittacus erithacus,3.534787,6.43378,Nigeria
Psittacus erithacus,9.841481,3.800871,Cameroon
Psittacus erithacus,12.522688,-6.035016,Angola
Psittacus erithacus,30.1379,-0.3359,Uganda
Psittacus erithacus,31.018404,1.161914,Uganda
Psittacus erithacus,5.216146,6.26508,Nigeria
Psittacus erithacus,-1.771631,9.296375,Ghana
Psittacus erithacus,8.81228,-0.862566,Gabon
Psittacus erithacus,8.855538,-0.946584,Gabon
Psittacus erithacus,32.392685,0.110099,Uganda
Psittacus erithacus,32.286972,-0.314353,Uganda
Psittacus erithacus,15.494482,-2.995166,Congo
Psittacus erithacus,30.407522,0.391298,Uganda
Psittacus erithacus,17.4497,1.354,Congo
Psittacus erithacus,17.1202,0.9591,Congo
Psittacus erithacus,8.830091,5.00812,Cameroon
Psittacus erithacus,15.451897,-3.012018,Congo
Psittacus erithacus,9.189248,-1.235351,Gabon
Psittacus erithacus,17.3121,1.0543,Congo
Psittacus erithacus,30.38,0.45,Uganda
Psittacus erithacus,4.319444,6.918334,Nigeria
Psittacus erithacus,7.398889,1.546111,Sao Tome and Principe
Psittacus erithacus,29.9397,-0.4673,Uganda
Psittacus erithacus,29.8948,-0.5895,Uganda
Psittacus erithacus,10.118408,3.787522,Cameroon
Psittacus erithacus,29.9988,-0.4876,Uganda
Psittacus erithacus,30.029,-0.3637,Uganda
Psittacus erithacus,30.0073,-0.3652,Uganda
Psittacus erithacus,29.9176,-0.3429,Uganda
Psittacus erithacus,29.9399,-0.3477,Uganda
Psittacus erithacus,30.0294,-0.3796,Uganda
Psittacus erithacus,15.432441,2.443734,Cameroon
Psittacus erithacus,1.449595,6.218548,Togo
Psittacus erithacus,-8.12881,6.207882,Liberia
Psittacus erithacus,15.477653,-3.344159,Congo
Psittacus erithacus,15.624343,-2.914538,Congo
Psittacus erithacus,8.885021,4.973456,Cameroon
Psittacus erithacus,-1.411743,5.437263,Ghana
Psittacus erithacus,9.772522,1.863401,Equatorial Guinea
Psittacus erithacus,17.1249,0.9616,Congo
Psittacus erithacus,9.863893,3.608594,Cameroon
Psittacus erithacus,9.602112,4.109752,Cameroon
Psittacus erithacus,9.954577,3.690797,Cameroon
Psittacus erithacus,30.0852,-0.3614,Uganda
Psittacus erithacus,15.470353,-3.283415,Congo
Psittacus erithacus,-0.362635,6.227187,Ghana
Psittacus erithacus,20.378609,-2.760191,"Congo, Democratic Republic of the"
Psittacus erithacus,30.0862,-0.4271,Uganda
Psittacus erithacus,30.0864,-0.4312,Uganda
Psittacus erithacus,20.246141,-2.727886,"Congo, Democratic Republic of the"
Psittacus erithacus,-8.141084,6.084911,Liberia
Psittacus erithacus,16.108482,1.875003,Congo
Psittacus erithacus,16.746695,2.119539,Congo
Psittacus erithacus,4.3628,6.8593,Nigeria
Psittacus erithacus,17.4377,1.3372,Congo
Psittacus erithacus,10.156999,2.357584,Cameroon
Psittacus erithacus,9.28153,4.566181,Cameroon
Psittacus erithacus,8.96147,4.618817,Cameroon
Psittacus erithacus,9.949329,2.949995,Cameroon
Psittacus erithacus,-2.628883,5.316953,Ghana
Psittacus erithacus,8.97377,6.30472,Nigeria
Psittacus erithacus,13.950748,-2.159161,Gabon
Psittacus erithacus,9.053679,4.057169,Cameroon
Psittacus erithacus,-7.732,5.403,Liberia
Psittacus erithacus,9.603665,4.190091,Cameroon
Psittacus erithacus,9.722217,5.742147,Cameroon
Psittacus erithacus,15.554281,-3.215651,Congo
Psittacus erithacus,15.512223,-3.209092,Congo
Psittacus erithacus,30.356598,0.551025,Uganda
Psittacus erithacus,8.893433,4.981505,Cameroon
Psittacus erithacus,9.856796,-1.892051,Gabon
Psittacus erithacus,17.4243,1.2286,Congo
Psittacus erithacus,23.431,1.294,"Congo, Democratic Republic of the"
Psittacus erithacus,16.083776,2.0418,Congo
Psittacus erithacus,16.141157,1.805356,Congo
Psittacus erithacus,12.544262,-0.181145,Gabon
Psittacus erithacus,8.667044,5.476548,Nigeria
Psittacus erithacus,32.651367,-0.110292,Uganda
Psittacus erithacus,9.78801,2.27932,Equatorial Guinea
Psittacus erithacus,15.464408,-3.037902,Congo
Psittacus erithacus,-2.73,6.71,Ghana
Psittacus erithacus,9.756158,0.387772,Gabon
Psittacus erithacus,-2.4,5.2,Ghana
Psittacus erithacus,9.592936,0.05717,Gabon
Psittacus erithacus,31.545643,1.723893,Uganda
Psittacus erithacus,-2.85,6.617,Ghana
Psittacus erithacus,7.416699,1.604957,Sao Tome and Principe
Psittacus erithacus,15.145192,0.973604,Congo
Psittacus erithacus,31.856794,-2.299467,"Tanzania, United Republic of"
Psittacus erithacus,-1.380157,5.425984,Ghana
Psittacus erithacus,31.86554,-0.160419,Uganda
Psittacus erithacus,7.366904,1.56345,Sao Tome and Principe
Psittacus erithacus,7.366998,1.558678,Sao Tome and Principe
Psittacus erithacus,7.366267,1.563098,Sao Tome and Principe
Psittacus erithacus,7.364825,1.560263,Sao Tome and Principe
Psittacus erithacus,7.363848,1.560785,Sao Tome and Principe
Psittacus erithacus,7.367758,1.561427,Sao Tome and Principe
Psittacus erithacus,7.363865,1.571432,Sao Tome and Principe
Psittacus erithacus,7.359864,1.566405,Sao Tome and Principe
Psittacus erithacus,7.361559,1.561691,Sao Tome and Principe
Psittacus erithacus,7.369206,1.560843,Sao Tome and Principe
Psittacus erithacus,7.362182,1.565177,Sao Tome and Principe
Psittacus erithacus,7.368087,1.560472,Sao Tome and Principe
Psittacus erithacus,7.359346,1.564055,Sao Tome and Principe
Psittacus erithacus,7.362716,1.561213,Sao Tome and Principe
Psittacus erithacus,7.361006,1.562395,Sao Tome and Principe
Psittacus erithacus,7.35914,1.565438,Sao Tome and Principe
Psittacus erithacus,7.365603,1.559618,Sao Tome and Principe
Psittacus erithacus,7.364542,1.563922,Sao Tome and Principe
Psittacus erithacus,7.358753,1.56929,Sao Tome and Principe
Psittacus erithacus,7.368587,1.562413,Sao Tome and Principe
Psittacus erithacus,7.362303,1.569398,Sao Tome and Principe
Psittacus erithacus,7.361242,1.568552,Sao Tome and Principe
Psittacus erithacus,7.367967,1.563354,Sao Tome and Principe
Psittacus erithacus,7.365761,1.564368,Sao Tome and Principe
Psittacus erithacus,7.357645,1.567097,Sao Tome and Principe
Psittacus erithacus,-7.316,4.9,Côte d’Ivoire
Psittacus erithacus,-7.788,6.174,Côte d’Ivoire
Psittacus erithacus,9.206543,5.326175,Cameroon
Psittacus erithacus,9.761353,4.094411,Cameroon
Psittacus erithacus,10.3883,1.5717,Equatorial Guinea
Psittacus erithacus,15.533587,-3.033382,Congo
Psittacus erithacus,-7.237244,6.970049,Côte d’Ivoire
Psittacus erithacus,-7.634661,7.531389,Côte d’Ivoire
Psittacus erithacus,36.744686,-1.376219,Kenya
Psittacus erithacus,34.869747,0.228652,Kenya
Psittacus erithacus,10.5334,2.7334,Cameroon
Psittacus erithacus,-1.23,5.34,Ghana
Psittacus erithacus,12.231634,5.358684,Cameroon
Psittacus erithacus,18.303223,4.141895,Central African Republic
Psittacus erithacus,30.774673,-1.255006,"Tanzania, United Republic of"
Psittacus erithacus,12.878399,0.559119,Gabon
Psittacus erithacus,8.896798,4.504869,Cameroon
Psittacus erithacus,11.6553,6.0884,Cameroon
Psittacus erithacus,10.3519,2.4155,Cameroon
Psittacus erithacus,-5.026904,6.2208,Côte d’Ivoire
Psittacus erithacus,36.745003,-1.376139,Kenya
Psittacus erithacus,16.21582,2.855263,Central African Republic
Psittacus erithacus,10.158196,-2.834841,Gabon
Psittacus erithacus,13.8176,8.210441,Cameroon
Psittacus erithacus,13.704304,7.133908,Cameroon
Psittacus erithacus,31.5225,1.708056,Uganda
Psittacus erithacus,11.607056,-0.068664,Gabon
Psittacus erithacus,8.709412,-0.630328,Gabon
Psittacus erithacus,31.5512,1.7143,Uganda
Psittacus erithacus,13.225604,0.77237,Gabon
Psittacus erithacus,12.492098,-0.669004,Gabon
Psittacus erithacus,13.678419,0.823177,Gabon
Psittacus erithacus,7.419071,1.635185,Sao Tome and Principe
Psittacus erithacus,7.413063,1.650628,Sao Tome and Principe
Psittacus erithacus,32.542664,0.219898,Uganda
Psittacus erithacus,30.4263,0.4994,Uganda
Psittacus erithacus,33.054,0.4094,Uganda
Psittacus erithacus,33.027,0.4094,Uganda
Psittacus erithacus,30.402843,0.427729,Uganda
Psittacus erithacus,13.296055,0.75209,Gabon
Psittacus erithacus,9.423459,5.333156,Cameroon
Psittacus erithacus,31.5422,1.6693,Uganda
Psittacus erithacus,31.5422,1.7233,Uganda
Psittacus erithacus,21.002222,4.276304,"Congo, Democratic Republic of the"
Psittacus erithacus,31.5422,1.7053,Uganda
Psittacus erithacus,-7.050476,5.690694,Côte d’Ivoire
Psittacus erithacus,-5,6.2167,Côte d’Ivoire
Psittacus erithacus,-6.06734,7.055355,Côte d’Ivoire
Psittacus erithacus,12.916667,0.5,Gabon
Psittacus erithacus,13.166667,1,Gabon
Psittacus erithacus,6.479645,0.272008,Sao Tome and Principe
Psittacus erithacus,7.41683,1.637266,Sao Tome and Principe
Psittacus erithacus,7.366562,1.548889,Sao Tome and Principe
Psittacus erithacus,30.1114,0.8234,Uganda
Psittacus erithacus,30.0214,0.7964,Uganda
Psittacus erithacus,15.549817,-4.257613,"Congo, Democratic Republic of the"
Psittacus erithacus,30.4083,0.4364,Uganda
Psittacus erithacus,-7.406178,5.85257,Côte d’Ivoire
Psittacus erithacus,16.193327,2.211908,Congo
Psittacus erithacus,16.193,2.211,Congo
Psittacus erithacus,30.9753,1.1744,Uganda
Psittacus erithacus,29.6299,-1.0124,Uganda
Psittacus erithacus,26.6659,-3.596881,"Congo, Democratic Republic of the"
Psittacus erithacus,30.0911,-0.3793,Uganda
Psittacus erithacus,16.608513,1.853169,Congo
Psittacus erithacus,30.0934,0.8414,Uganda
Psittacus erithacus,25.915503,-2.920754,"Congo, Democratic Republic of the"
Psittacus erithacus,28.45253,-1.869747,"Congo, Democratic Republic of the"
Psittacus erithacus,9.30737,5.205571,Cameroon
Psittacus erithacus,29.45057,0.741042,"Congo, Democratic Republic of the"
Psittacus erithacus,27.120523,-3.518176,"Congo, Democratic Republic of the"
Psittacus erithacus,30.4083,0.4184,Uganda
Psittacus erithacus,25.333431,0.48497,"Congo, Democratic Republic of the"
Psittacus erithacus,30.4263,0.5084,Uganda
Psittacus erithacus,29.471952,0.493676,"Congo, Democratic Republic of the"
Psittacus erithacus,31.5962,1.6423,Uganda
Psittacus erithacus,-6.583333,5.416667,Côte d’Ivoire
Psittacus erithacus,-4.916666,5.833334,Côte d’Ivoire
Psittacus erithacus,-7.383333,5.85,Côte d’Ivoire
Psittacus erithacus,-4.166666,5.833334,Côte d’Ivoire
Psittacus erithacus,-4.766667,5.583334,Côte d’Ivoire
Psittacus erithacus,31.6052,1.8313,Uganda
Psittacus erithacus,30.4803,0.5624,Uganda
Psittacus erithacus,30.2643,-0.1755,Uganda
Psittacus erithacus,28.577248,1.401269,"Congo, Democratic Republic of the"
Psittacus erithacus,29.153809,1.093803,"Congo, Democratic Republic of the"
Psittacus erithacus,29.84722,1.22217,"Congo, Democratic Republic of the"
Psittacus erithacus,10.363009,-0.355502,Gabon
Psittacus erithacus,29.6209,-0.9944,Uganda
Psittacus erithacus,11.502686,-4.032312,Congo
Psittacus erithacus,-7.3,5.833333,Côte d’Ivoire
Psittacus erithacus,-7.3,5.833334,Côte d’Ivoire
Psittacus erithacus,30.0934,0.8054,Uganda
Psittacus erithacus,30.3633,0.5714,Uganda
Psittacus erithacus,-7.3,5.416667,Côte d’Ivoire
Psittacus erithacus,-7.333333,5.383333,Côte d’Ivoire
Psittacus erithacus,-6.416666,4.833334,Côte d’Ivoire
Psittacus erithacus,15.53764,-4.299673,"Congo, Democratic Republic of the"
Psittacus erithacus,12.360167,-5.959898,"Congo, Democratic Republic of the"
Psittacus erithacus,34.863804,0.353234,Kenya
Psittacus erithacus,34.85824,0.23108,Kenya
Psittacus erithacus,-1.274523,5.236246,Ghana
Psittacus erithacus,-6.1048,6.9199,Côte d’Ivoire
Psittacus erithacus,-7.8419,7.2432,Côte d’Ivoire
Psittacus erithacus,-7.35,5.8333,Côte d’Ivoire
Psittacus erithacus,-7.8414,7.2425,Côte d’Ivoire
Psittacus erithacus,-6.183,6.8863,Côte d’Ivoire
Psittacus erithacus,9.611,4.2205,Cameroon
Psittacus erithacus,9.5909,4.1416,Cameroon
Psittacus erithacus,9.5713,4.1421,Cameroon
Psittacus erithacus,9.5528,4.1461,Cameroon
Psittacus erithacus,9.6037,4.1081,Cameroon
Psittacus erithacus,9.7378,4.732,Cameroon
Psittacus erithacus,9.3247,4.1071,Cameroon
Psittacus erithacus,12.912967,0.615699,Gabon
Psittacus erithacus,10.11498,-0.914591,Gabon
Psittacus erithacus,10.240386,-0.701546,Gabon
Psittacus erithacus,9.826095,4.071636,Cameroon
Psittacus erithacus,8.665724,3.332127,Equatorial Guinea
Psittacus erithacus,10.23083,-0.679272,Gabon
Psittacus erithacus,12.221475,3.782971,Cameroon
Psittacus erithacus,13.493271,4.329979,Cameroon
Psittacus erithacus,11.766357,3.93002,Cameroon
Psittacus erithacus,27.607512,1.407416,"Congo, Democratic Republic of the"
Psittacus erithacus,34.85611,0.291667,Kenya
Psittacus erithacus,5.201318,5.611523,Nigeria
Psittacus erithacus,34.865757,0.237758,Kenya
Psittacus erithacus,34.88462,0.227451,Kenya
Psittacus erithacus,10.171,5.158,Cameroon
Psittacus erithacus,10.158,5.1686,Cameroon
Psittacus erithacus,8.383513,5.330049,Nigeria
Psittacus erithacus,10.113645,3.73682,Cameroon
Psittacus erithacus,10.12461,3.416224,Cameroon
Psittacus erithacus,10.488296,3.128646,Cameroon
Psittacus erithacus,11.390076,2.934126,Cameroon
Psittacus erithacus,11.116276,4.872646,Cameroon
Psittacus erithacus,11.876221,3.900735,Cameroon
Psittacus erithacus,9.851475,2.333949,Cameroon
Psittacus erithacus,11.285577,4.730528,Cameroon
Psittacus erithacus,9.538064,4.144695,Cameroon
Psittacus erithacus,10.168834,3.050825,Cameroon
Psittacus erithacus,12.777143,3.664187,Cameroon
Psittacus erithacus,9.27877,4.072868,Cameroon
Psittacus erithacus,10.725832,3.229471,Cameroon
Psittacus erithacus,29.496746,1.351279,"Congo, Democratic Republic of the"
Psittacus erithacus,8.347699,5.081256,Nigeria
Psittacus erithacus,8.480802,5.023006,Nigeria
Psittacus erithacus,-6.457686,7.377406,Côte d’Ivoire
Psittacus erithacus,8.321328,5.352356,Nigeria
Psittacus erithacus,12.3471,-5.9403,"Congo, Democratic Republic of the"
Psittacus erithacus,16.115034,-4.327005,"Congo, Democratic Republic of the"
Psittacus erithacus,34.839985,0.121681,Kenya
Psittacus erithacus,34.84318,0.126533,Kenya
Psittacus erithacus,8.716493,5.9692,Nigeria
Psittacus erithacus,8.754473,5.5012,Nigeria
Psittacus erithacus,8.57337,5.305436,Nigeria
Psittacus erithacus,19.810066,3.226986,"Congo, Democratic Republic of the"
Psittacus erithacus,8.348236,5.318682,Nigeria
Psittacus erithacus,8.355403,5.186207,Nigeria
Psittacus erithacus,29.5,1.383333,"Congo, Democratic Republic of the"
Psittacus erithacus,29.766667,1.333333,"Congo, Democratic Republic of the"
Psittacus erithacus,9.88195,3.501915,Cameroon
Psittacus erithacus,-0.465486,6.287309,Ghana
Psittacus erithacus,30.35933,0.564864,Uganda
Psittacus erithacus,9.4469,4.6363,Cameroon
Psittacus erithacus,9.4419,4.4019,Cameroon
Psittacus erithacus,31.58,1.75,Uganda
Psittacus erithacus,-4.13,5.33,Côte d’Ivoire
Psittacus erithacus,30.15,0.8,Uganda
Psittacus erithacus,-5.0259,6.21701,Côte d’Ivoire
Psittacus erithacus,30.42,0.5,Uganda
Psittacus erithacus,29.06,-1.82,"Congo, Democratic Republic of the"
Psittacus erithacus,12.857473,0.562439,Gabon
Psittacus erithacus,18.21,-4.11,"Congo, Democratic Republic of the"
Psittacus erithacus,28.65,0.92,"Congo, Democratic Republic of the"
Psittacus erithacus,29.23,0.63,"Congo, Democratic Republic of the"
Psittacus erithacus,27.67,1.58,"Congo, Democratic Republic of the"
Psittacus erithacus,28.08,-3.28,"Congo, Democratic Republic of the"
Psittacus erithacus,29.47,0.47,"Congo, Democratic Republic of the"
Psittacus erithacus,10.7,2.7,Cameroon
Psittacus erithacus,13.03,-5.51,"Congo, Democratic Republic of the"
Psittacus erithacus,29.08,1.04,"Congo, Democratic Republic of the"
Psittacus erithacus,10.133333,0.166667,Gabon
Psittacus erithacus,24.32,-5.23,"Congo, Democratic Republic of the"
Psittacus erithacus,10.566015,4.053745,Cameroon
Psittacus erithacus,10.131154,3.799811,Cameroon
Psittacus erithacus,31.812222,-1.331667,"Tanzania, United Republic of"
Psittacus erithacus,9.447473,-1.923186,Gabon
Psittacus erithacus,10.475,-0.458333,Gabon
Psittacus erithacus,29.67,0.67,"Congo, Democratic Republic of the"
Psittacus erithacus,29.9,0.62,"Congo, Democratic Republic of the"
Psittacus erithacus,9.11667,5.9,Cameroon
Psittacus erithacus,7.425,1.625,Sao Tome and Principe
Psittacus erithacus,22.039062,6.0322,Central African Republic
Psittacus erithacus,29.97,0.64,Uganda
Psittacus erithacus,31.25,1.25,Uganda
Psittacus erithacus,29.82,-0.75,Uganda
Psittacus erithacus,30.4803,0.1575,Uganda
Psittacus erithacus,30.3813,0.5534,Uganda
Psittacus erithacus,1.1,5.15,Ghana
Psittacus erithacus,-5.518395,7.62421,Côte d’Ivoire
Psittacus erithacus,8.746177,3.623506,Equatorial Guinea
Psittacus erithacus,32.966577,0.480303,Uganda
Psittacus erithacus,21.09375,7.1881,Central African Republic
